params 0
{'model_type': 'dqn_agent', 'l1_out': 128, 'l2_out': 64, 'gamma': 0.5, 'target_model_update': 1, 'delta_clip': 0.01, 'nb_steps_warmup': 1000, 'enable_dueling_dqn__': False, 'enable_double_dqn__': True, 'dueling_type__': 'avg'}
trial 0
Training for 30000 steps ...
    43/30000: episode: 1, duration: 0.512s, episode steps:  43, steps per second:  84, episode reward: -34.890, mean reward: -0.811 [-32.604,  2.901], mean action: 15.419 [3.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  9194/30000: episode: 230, duration: 0.293s, episode steps:  28, steps per second:  96, episode reward: 42.000, mean reward:  1.500 [-2.600, 32.210], mean action: 2.821 [0.000, 16.000],  loss: 0.015025, mae: 0.268869, mean_q: 0.422832, mean_eps: 0.000000
  9217/30000: episode: 231, duration: 0.241s, episode steps:  23, steps per second:  96, episode reward: 38.385, mean reward:  1.669 [-2.489, 31.695], mean action: 3.652 [0.000, 16.000],  loss: 0.015742, mae: 0.273934, mean_q: 0.373123, mean_eps: 0.000000
  9237/30000: episode: 232, duration: 0.305s, episode steps:  20, steps per second:  66, episode reward: 44.442, mean reward:  2.222 [-2.062, 31.866], mean action: 1.350 [0.000, 16.000],  loss: 0.017152, mae: 0.276418, mean_q: 0.400968, mean_eps: 0.000000
  9276/30000: episode: 233, duration: 0.416s, episode steps:  39, steps per second:  94, episode reward: 39.000, mean reward:  1.000 [-2.594, 32.430], mean action: 1.436 [0.000, 14.000],  loss: 0.013282, mae: 0.269780, mean_q: 0.335541, mean_eps: 0.000000
  9304/30000: episode: 234, duration: 0.293s, episode steps:  28, steps per second:  95, episode reward: 39.000, mean reward:  1.393 [-2.662, 32.240], mean action: 3.071 [0.000, 16.000],  loss: 0.011862, mae: 0.247286, mean_q: 0.400213, mean_eps: 0.000000
  9335/30000: episode: 235, duration: 0.321s, episode steps:  31, steps per second:  97, episode reward: 35.846, mean reward:  1.156 [-2.439, 32.440], mean action: 1.226 [0.000, 12.000],  loss: 0.016478, mae: 0.266616, mean_q: 0.399053, mean_eps: 0.000000
  9363/30000: episode: 236, duration: 0.297s, episode steps:  28, steps per second:  94, episode reward: 38.711, mean reward:  1.383 [-3.000, 32.450], mean action: 1.000 [0.000, 6.000],  loss: 0.014435, mae: 0.262462, mean_q: 0.415892, mean_eps: 0.000000
  9395/30000: episode: 237, duration: 0.351s, episode steps:  32, steps per second:  91, episode reward: 32.900, mean reward:  1.028 [-3.000, 32.520], mean action: 5.000 [0.000, 21.000],  loss: 0.012667, mae: 0.257651, mean_q: 0.405285, mean_eps: 0.000000
  9414/30000: episode: 238, duration: 0.216s, episode steps:  19, steps per second:  88, episode reward: 41.778, mean reward:  2.199 [-2.173, 32.051], mean action: 1.789 [0.000, 16.000],  loss: 0.015617, mae: 0.275535, mean_q: 0.360647, mean_eps: 0.000000
  9455/30000: episode: 239, duration: 0.430s, episode steps:  41, steps per second:  95, episode reward: 35.262, mean reward:  0.860 [-3.000, 32.260], mean action: 3.024 [0.000, 18.000],  loss: 0.014788, mae: 0.265578, mean_q: 0.440528, mean_eps: 0.000000
  9491/30000: episode: 240, duration: 0.385s, episode steps:  36, steps per second:  94, episode reward: 43.384, mean reward:  1.205 [-3.000, 31.959], mean action: 3.167 [0.000, 17.000],  loss: 0.014015, mae: 0.268164, mean_q: 0.415224, mean_eps: 0.000000
  9519/30000: episode: 241, duration: 0.308s, episode steps:  28, steps per second:  91, episode reward: 41.903, mean reward:  1.497 [-2.416, 32.243], mean action: 2.071 [1.000, 16.000],  loss: 0.016859, mae: 0.283024, mean_q: 0.370998, mean_eps: 0.000000
  9550/30000: episode: 242, duration: 0.330s, episode steps:  31, steps per second:  94, episode reward: 41.167, mean reward:  1.328 [-3.000, 32.240], mean action: 2.065 [0.000, 6.000],  loss: 0.011229, mae: 0.253587, mean_q: 0.416275, mean_eps: 0.000000
  9604/30000: episode: 243, duration: 0.549s, episode steps:  54, steps per second:  98, episode reward: -32.230, mean reward: -0.597 [-31.963,  2.460], mean action: 3.278 [0.000, 18.000],  loss: 0.013052, mae: 0.260295, mean_q: 0.382130, mean_eps: 0.000000
  9631/30000: episode: 244, duration: 0.284s, episode steps:  27, steps per second:  95, episode reward: 41.873, mean reward:  1.551 [-2.197, 32.223], mean action: 2.630 [0.000, 16.000],  loss: 0.016547, mae: 0.285601, mean_q: 0.336426, mean_eps: 0.000000
  9661/30000: episode: 245, duration: 0.320s, episode steps:  30, steps per second:  94, episode reward: 36.000, mean reward:  1.200 [-2.336, 32.410], mean action: 3.267 [1.000, 15.000],  loss: 0.013194, mae: 0.263298, mean_q: 0.349898, mean_eps: 0.000000
  9698/30000: episode: 246, duration: 0.382s, episode steps:  37, steps per second:  97, episode reward: 35.442, mean reward:  0.958 [-2.608, 31.492], mean action: 3.459 [0.000, 17.000],  loss: 0.012799, mae: 0.265344, mean_q: 0.357665, mean_eps: 0.000000
  9722/30000: episode: 247, duration: 0.251s, episode steps:  24, steps per second:  96, episode reward: 38.614, mean reward:  1.609 [-2.487, 32.193], mean action: 3.125 [0.000, 17.000],  loss: 0.013080, mae: 0.263621, mean_q: 0.371616, mean_eps: 0.000000
  9760/30000: episode: 248, duration: 0.408s, episode steps:  38, steps per second:  93, episode reward: 35.180, mean reward:  0.926 [-3.000, 32.084], mean action: 5.789 [0.000, 18.000],  loss: 0.012481, mae: 0.261353, mean_q: 0.365341, mean_eps: 0.000000
  9775/30000: episode: 249, duration: 0.183s, episode steps:  15, steps per second:  82, episode reward: 41.668, mean reward:  2.778 [-3.000, 32.170], mean action: 2.667 [0.000, 6.000],  loss: 0.012941, mae: 0.261654, mean_q: 0.393467, mean_eps: 0.000000
  9809/30000: episode: 250, duration: 0.356s, episode steps:  34, steps per second:  95, episode reward: 44.047, mean reward:  1.296 [-2.150, 32.050], mean action: 4.882 [1.000, 18.000],  loss: 0.012884, mae: 0.268091, mean_q: 0.351510, mean_eps: 0.000000
  9839/30000: episode: 251, duration: 0.318s, episode steps:  30, steps per second:  94, episode reward: 38.792, mean reward:  1.293 [-3.000, 32.420], mean action: 4.900 [0.000, 21.000],  loss: 0.014069, mae: 0.267161, mean_q: 0.384520, mean_eps: 0.000000
  9874/30000: episode: 252, duration: 0.367s, episode steps:  35, steps per second:  95, episode reward: 38.048, mean reward:  1.087 [-2.572, 32.120], mean action: 3.514 [0.000, 18.000],  loss: 0.017273, mae: 0.285340, mean_q: 0.351622, mean_eps: 0.000000
  9904/30000: episode: 253, duration: 0.313s, episode steps:  30, steps per second:  96, episode reward: 41.345, mean reward:  1.378 [-2.800, 32.135], mean action: 3.633 [0.000, 12.000],  loss: 0.014680, mae: 0.272523, mean_q: 0.361580, mean_eps: 0.000000
  9930/30000: episode: 254, duration: 0.382s, episode steps:  26, steps per second:  68, episode reward: 39.000, mean reward:  1.500 [-3.000, 32.340], mean action: 3.231 [0.000, 12.000],  loss: 0.014867, mae: 0.265677, mean_q: 0.354484, mean_eps: 0.000000
  9952/30000: episode: 255, duration: 0.235s, episode steps:  22, steps per second:  94, episode reward: 41.136, mean reward:  1.870 [-2.390, 31.602], mean action: 1.364 [0.000, 12.000],  loss: 0.016179, mae: 0.270652, mean_q: 0.416446, mean_eps: 0.000000
  9975/30000: episode: 256, duration: 0.242s, episode steps:  23, steps per second:  95, episode reward: 47.378, mean reward:  2.060 [-0.124, 32.080], mean action: 0.870 [0.000, 13.000],  loss: 0.014306, mae: 0.265290, mean_q: 0.422370, mean_eps: 0.000000
 10003/30000: episode: 257, duration: 0.300s, episode steps:  28, steps per second:  93, episode reward: -32.200, mean reward: -1.150 [-33.000,  2.419], mean action: 6.893 [0.000, 18.000],  loss: 0.015677, mae: 0.275430, mean_q: 0.354130, mean_eps: 0.000000
 10029/30000: episode: 258, duration: 0.269s, episode steps:  26, steps per second:  97, episode reward: 39.000, mean reward:  1.500 [-2.356, 32.200], mean action: 3.038 [0.000, 17.000],  loss: 0.014305, mae: 0.264313, mean_q: 0.358987, mean_eps: 0.000000
 10054/30000: episode: 259, duration: 0.262s, episode steps:  25, steps per second:  95, episode reward: 35.970, mean reward:  1.439 [-3.000, 32.150], mean action: 4.800 [0.000, 16.000],  loss: 0.018644, mae: 0.284880, mean_q: 0.374146, mean_eps: 0.000000
 10083/30000: episode: 260, duration: 0.303s, episode steps:  29, steps per second:  96, episode reward: 42.000, mean reward:  1.448 [-2.614, 32.240], mean action: 2.172 [0.000, 12.000],  loss: 0.010939, mae: 0.256424, mean_q: 0.335499, mean_eps: 0.000000
 10099/30000: episode: 261, duration: 0.180s, episode steps:  16, steps per second:  89, episode reward: 47.277, mean reward:  2.955 [-0.168, 31.906], mean action: 1.000 [1.000, 1.000],  loss: 0.014947, mae: 0.266796, mean_q: 0.414578, mean_eps: 0.000000
 10133/30000: episode: 262, duration: 0.362s, episode steps:  34, steps per second:  94, episode reward: 39.000, mean reward:  1.147 [-2.340, 32.594], mean action: 3.382 [0.000, 13.000],  loss: 0.016259, mae: 0.266868, mean_q: 0.389705, mean_eps: 0.000000
 10157/30000: episode: 263, duration: 0.257s, episode steps:  24, steps per second:  93, episode reward: 41.498, mean reward:  1.729 [-2.337, 31.823], mean action: 3.708 [0.000, 12.000],  loss: 0.015356, mae: 0.272262, mean_q: 0.317522, mean_eps: 0.000000
 10193/30000: episode: 264, duration: 0.363s, episode steps:  36, steps per second:  99, episode reward: 32.191, mean reward:  0.894 [-3.000, 32.046], mean action: 7.306 [0.000, 18.000],  loss: 0.014707, mae: 0.263847, mean_q: 0.340979, mean_eps: 0.000000
 10229/30000: episode: 265, duration: 0.369s, episode steps:  36, steps per second:  98, episode reward: 41.095, mean reward:  1.142 [-2.142, 32.600], mean action: 3.500 [0.000, 15.000],  loss: 0.013705, mae: 0.267137, mean_q: 0.345356, mean_eps: 0.000000
 10253/30000: episode: 266, duration: 0.258s, episode steps:  24, steps per second:  93, episode reward: 37.574, mean reward:  1.566 [-3.000, 31.860], mean action: 4.958 [0.000, 17.000],  loss: 0.013231, mae: 0.257640, mean_q: 0.352148, mean_eps: 0.000000
 10282/30000: episode: 267, duration: 0.327s, episode steps:  29, steps per second:  89, episode reward: 41.268, mean reward:  1.423 [-2.429, 31.528], mean action: 2.483 [0.000, 16.000],  loss: 0.014098, mae: 0.267830, mean_q: 0.331352, mean_eps: 0.000000
 10305/30000: episode: 268, duration: 0.257s, episode steps:  23, steps per second:  90, episode reward: 43.618, mean reward:  1.896 [-2.157, 31.879], mean action: 3.478 [0.000, 15.000],  loss: 0.013240, mae: 0.254983, mean_q: 0.324399, mean_eps: 0.000000
 10338/30000: episode: 269, duration: 0.477s, episode steps:  33, steps per second:  69, episode reward: 44.245, mean reward:  1.341 [-2.064, 32.033], mean action: 2.424 [0.000, 12.000],  loss: 0.015110, mae: 0.268910, mean_q: 0.356343, mean_eps: 0.000000
 10369/30000: episode: 270, duration: 0.800s, episode steps:  31, steps per second:  39, episode reward: 44.940, mean reward:  1.450 [-2.058, 32.530], mean action: 2.000 [1.000, 12.000],  loss: 0.015719, mae: 0.266095, mean_q: 0.386978, mean_eps: 0.000000
 10389/30000: episode: 271, duration: 0.264s, episode steps:  20, steps per second:  76, episode reward: 38.773, mean reward:  1.939 [-2.847, 32.200], mean action: 3.300 [0.000, 13.000],  loss: 0.018094, mae: 0.288784, mean_q: 0.351216, mean_eps: 0.000000
 10415/30000: episode: 272, duration: 0.310s, episode steps:  26, steps per second:  84, episode reward: 35.521, mean reward:  1.366 [-2.876, 32.220], mean action: 3.423 [0.000, 12.000],  loss: 0.014819, mae: 0.263703, mean_q: 0.358773, mean_eps: 0.000000
 10435/30000: episode: 273, duration: 0.244s, episode steps:  20, steps per second:  82, episode reward: 38.307, mean reward:  1.915 [-3.000, 32.130], mean action: 4.500 [0.000, 21.000],  loss: 0.014671, mae: 0.264329, mean_q: 0.333784, mean_eps: 0.000000
 10449/30000: episode: 274, duration: 0.176s, episode steps:  14, steps per second:  80, episode reward: 44.152, mean reward:  3.154 [-2.601, 33.000], mean action: 3.929 [0.000, 15.000],  loss: 0.010651, mae: 0.252105, mean_q: 0.359508, mean_eps: 0.000000
 10504/30000: episode: 275, duration: 0.600s, episode steps:  55, steps per second:  92, episode reward: -32.450, mean reward: -0.590 [-32.456,  2.480], mean action: 1.618 [0.000, 12.000],  loss: 0.014337, mae: 0.262336, mean_q: 0.406311, mean_eps: 0.000000
 10528/30000: episode: 276, duration: 0.280s, episode steps:  24, steps per second:  86, episode reward: 41.233, mean reward:  1.718 [-2.194, 32.000], mean action: 2.542 [0.000, 12.000],  loss: 0.017753, mae: 0.270397, mean_q: 0.369865, mean_eps: 0.000000
 10551/30000: episode: 277, duration: 0.268s, episode steps:  23, steps per second:  86, episode reward: 38.940, mean reward:  1.693 [-3.000, 32.320], mean action: 3.957 [0.000, 15.000],  loss: 0.018306, mae: 0.280879, mean_q: 0.340173, mean_eps: 0.000000
 10588/30000: episode: 278, duration: 0.378s, episode steps:  37, steps per second:  98, episode reward: 38.583, mean reward:  1.043 [-2.757, 32.120], mean action: 4.784 [0.000, 16.000],  loss: 0.015431, mae: 0.264792, mean_q: 0.365682, mean_eps: 0.000000
 10624/30000: episode: 279, duration: 0.380s, episode steps:  36, steps per second:  95, episode reward: 36.000, mean reward:  1.000 [-3.000, 32.540], mean action: 4.444 [1.000, 12.000],  loss: 0.014707, mae: 0.263513, mean_q: 0.373862, mean_eps: 0.000000
 10646/30000: episode: 280, duration: 0.234s, episode steps:  22, steps per second:  94, episode reward: 41.357, mean reward:  1.880 [-2.668, 31.970], mean action: 3.182 [1.000, 12.000],  loss: 0.015341, mae: 0.272126, mean_q: 0.317960, mean_eps: 0.000000
 10679/30000: episode: 281, duration: 0.469s, episode steps:  33, steps per second:  70, episode reward: 41.752, mean reward:  1.265 [-2.056, 32.270], mean action: 2.939 [1.000, 16.000],  loss: 0.015065, mae: 0.264336, mean_q: 0.383178, mean_eps: 0.000000
 10730/30000: episode: 282, duration: 0.519s, episode steps:  51, steps per second:  98, episode reward: 40.215, mean reward:  0.789 [-2.545, 32.353], mean action: 4.039 [0.000, 19.000],  loss: 0.013335, mae: 0.256210, mean_q: 0.338946, mean_eps: 0.000000
 10765/30000: episode: 283, duration: 0.357s, episode steps:  35, steps per second:  98, episode reward: 35.721, mean reward:  1.021 [-3.000, 32.320], mean action: 4.057 [0.000, 15.000],  loss: 0.016676, mae: 0.262989, mean_q: 0.383346, mean_eps: 0.000000
 10793/30000: episode: 284, duration: 0.289s, episode steps:  28, steps per second:  97, episode reward: 32.322, mean reward:  1.154 [-2.938, 32.180], mean action: 5.214 [0.000, 21.000],  loss: 0.015745, mae: 0.261797, mean_q: 0.375630, mean_eps: 0.000000
 10814/30000: episode: 285, duration: 0.230s, episode steps:  21, steps per second:  91, episode reward: 44.676, mean reward:  2.127 [-2.288, 32.080], mean action: 1.857 [0.000, 10.000],  loss: 0.015515, mae: 0.256808, mean_q: 0.373874, mean_eps: 0.000000
 10852/30000: episode: 286, duration: 0.389s, episode steps:  38, steps per second:  98, episode reward: 35.668, mean reward:  0.939 [-2.564, 32.100], mean action: 5.711 [0.000, 17.000],  loss: 0.017034, mae: 0.267600, mean_q: 0.340845, mean_eps: 0.000000
 10873/30000: episode: 287, duration: 0.223s, episode steps:  21, steps per second:  94, episode reward: 44.634, mean reward:  2.125 [-2.224, 32.069], mean action: 1.238 [0.000, 3.000],  loss: 0.014363, mae: 0.249185, mean_q: 0.397562, mean_eps: 0.000000
 10911/30000: episode: 288, duration: 0.388s, episode steps:  38, steps per second:  98, episode reward: 35.705, mean reward:  0.940 [-2.844, 31.845], mean action: 4.368 [0.000, 15.000],  loss: 0.014844, mae: 0.255219, mean_q: 0.386232, mean_eps: 0.000000
 10930/30000: episode: 289, duration: 0.202s, episode steps:  19, steps per second:  94, episode reward: 38.561, mean reward:  2.030 [-2.844, 31.681], mean action: 2.211 [0.000, 12.000],  loss: 0.015564, mae: 0.259927, mean_q: 0.394866, mean_eps: 0.000000
 10951/30000: episode: 290, duration: 0.225s, episode steps:  21, steps per second:  93, episode reward: 47.094, mean reward:  2.243 [-0.061, 32.180], mean action: 2.571 [1.000, 12.000],  loss: 0.015650, mae: 0.263526, mean_q: 0.390980, mean_eps: 0.000000
 10967/30000: episode: 291, duration: 0.174s, episode steps:  16, steps per second:  92, episode reward: 41.374, mean reward:  2.586 [-2.637, 32.210], mean action: 3.125 [1.000, 16.000],  loss: 0.015549, mae: 0.268578, mean_q: 0.358965, mean_eps: 0.000000
 11000/30000: episode: 292, duration: 0.341s, episode steps:  33, steps per second:  97, episode reward: 32.243, mean reward:  0.977 [-3.000, 32.061], mean action: 3.667 [0.000, 15.000],  loss: 0.013803, mae: 0.257871, mean_q: 0.320370, mean_eps: 0.000000
 11043/30000: episode: 293, duration: 0.445s, episode steps:  43, steps per second:  97, episode reward: 38.122, mean reward:  0.887 [-2.900, 32.060], mean action: 3.465 [0.000, 15.000],  loss: 0.015774, mae: 0.265213, mean_q: 0.402585, mean_eps: 0.000000
 11091/30000: episode: 294, duration: 0.627s, episode steps:  48, steps per second:  77, episode reward: 40.795, mean reward:  0.850 [-3.000, 32.610], mean action: 2.958 [0.000, 12.000],  loss: 0.015085, mae: 0.273004, mean_q: 0.376888, mean_eps: 0.000000
 11119/30000: episode: 295, duration: 0.921s, episode steps:  28, steps per second:  30, episode reward: 41.041, mean reward:  1.466 [-2.381, 32.210], mean action: 5.250 [0.000, 21.000],  loss: 0.014296, mae: 0.264715, mean_q: 0.414523, mean_eps: 0.000000
 11174/30000: episode: 296, duration: 1.049s, episode steps:  55, steps per second:  52, episode reward: -32.690, mean reward: -0.594 [-32.296,  2.400], mean action: 3.000 [0.000, 15.000],  loss: 0.016119, mae: 0.278699, mean_q: 0.394143, mean_eps: 0.000000
 11208/30000: episode: 297, duration: 0.591s, episode steps:  34, steps per second:  58, episode reward: 35.832, mean reward:  1.054 [-3.000, 32.072], mean action: 2.500 [0.000, 12.000],  loss: 0.013907, mae: 0.263538, mean_q: 0.390925, mean_eps: 0.000000
 11228/30000: episode: 298, duration: 0.278s, episode steps:  20, steps per second:  72, episode reward: 38.651, mean reward:  1.933 [-2.803, 32.284], mean action: 2.350 [0.000, 12.000],  loss: 0.016170, mae: 0.279925, mean_q: 0.355117, mean_eps: 0.000000
 11258/30000: episode: 299, duration: 0.381s, episode steps:  30, steps per second:  79, episode reward: 41.184, mean reward:  1.373 [-2.261, 32.270], mean action: 2.533 [1.000, 12.000],  loss: 0.016849, mae: 0.274884, mean_q: 0.375965, mean_eps: 0.000000
 11290/30000: episode: 300, duration: 0.431s, episode steps:  32, steps per second:  74, episode reward: 40.960, mean reward:  1.280 [-2.123, 32.250], mean action: 4.062 [0.000, 15.000],  loss: 0.013364, mae: 0.268111, mean_q: 0.311048, mean_eps: 0.000000
 11339/30000: episode: 301, duration: 0.615s, episode steps:  49, steps per second:  80, episode reward: -32.030, mean reward: -0.654 [-32.089,  2.381], mean action: 10.633 [0.000, 18.000],  loss: 0.014643, mae: 0.271492, mean_q: 0.392475, mean_eps: 0.000000
 11371/30000: episode: 302, duration: 0.403s, episode steps:  32, steps per second:  79, episode reward: 38.225, mean reward:  1.195 [-2.879, 32.150], mean action: 2.688 [0.000, 12.000],  loss: 0.014230, mae: 0.266457, mean_q: 0.380472, mean_eps: 0.000000
 11402/30000: episode: 303, duration: 0.350s, episode steps:  31, steps per second:  88, episode reward: 38.900, mean reward:  1.255 [-3.000, 32.230], mean action: 3.355 [0.000, 12.000],  loss: 0.014056, mae: 0.257989, mean_q: 0.382883, mean_eps: 0.000000
 11434/30000: episode: 304, duration: 0.426s, episode steps:  32, steps per second:  75, episode reward: 38.880, mean reward:  1.215 [-2.403, 32.100], mean action: 2.656 [0.000, 15.000],  loss: 0.015359, mae: 0.257659, mean_q: 0.387245, mean_eps: 0.000000
 11496/30000: episode: 305, duration: 1.021s, episode steps:  62, steps per second:  61, episode reward: -35.550, mean reward: -0.573 [-32.082,  2.210], mean action: 2.839 [0.000, 15.000],  loss: 0.017121, mae: 0.268284, mean_q: 0.423524, mean_eps: 0.000000
 11518/30000: episode: 306, duration: 0.272s, episode steps:  22, steps per second:  81, episode reward: 38.751, mean reward:  1.761 [-2.535, 32.866], mean action: 2.318 [0.000, 12.000],  loss: 0.015609, mae: 0.259554, mean_q: 0.369326, mean_eps: 0.000000
 11559/30000: episode: 307, duration: 0.673s, episode steps:  41, steps per second:  61, episode reward: 35.931, mean reward:  0.876 [-2.808, 32.211], mean action: 3.561 [0.000, 15.000],  loss: 0.017366, mae: 0.264046, mean_q: 0.385696, mean_eps: 0.000000
 11593/30000: episode: 308, duration: 0.473s, episode steps:  34, steps per second:  72, episode reward: 32.805, mean reward:  0.965 [-3.000, 32.213], mean action: 2.912 [0.000, 16.000],  loss: 0.012301, mae: 0.246783, mean_q: 0.404984, mean_eps: 0.000000
 11627/30000: episode: 309, duration: 1.627s, episode steps:  34, steps per second:  21, episode reward: 35.594, mean reward:  1.047 [-2.477, 32.240], mean action: 4.676 [0.000, 15.000],  loss: 0.018208, mae: 0.277466, mean_q: 0.401248, mean_eps: 0.000000
 11663/30000: episode: 310, duration: 0.950s, episode steps:  36, steps per second:  38, episode reward: 38.269, mean reward:  1.063 [-3.000, 32.090], mean action: 1.889 [0.000, 15.000],  loss: 0.013841, mae: 0.260522, mean_q: 0.379931, mean_eps: 0.000000
 11687/30000: episode: 311, duration: 0.354s, episode steps:  24, steps per second:  68, episode reward: 35.450, mean reward:  1.477 [-2.407, 32.010], mean action: 7.750 [3.000, 16.000],  loss: 0.014806, mae: 0.258994, mean_q: 0.435967, mean_eps: 0.000000
 11715/30000: episode: 312, duration: 0.387s, episode steps:  28, steps per second:  72, episode reward: 47.911, mean reward:  1.711 [-0.558, 32.080], mean action: 2.429 [0.000, 12.000],  loss: 0.018769, mae: 0.280754, mean_q: 0.398773, mean_eps: 0.000000
 11738/30000: episode: 313, duration: 0.410s, episode steps:  23, steps per second:  56, episode reward: 41.690, mean reward:  1.813 [-2.324, 32.040], mean action: 5.217 [0.000, 16.000],  loss: 0.017281, mae: 0.269111, mean_q: 0.377359, mean_eps: 0.000000
 11765/30000: episode: 314, duration: 0.517s, episode steps:  27, steps per second:  52, episode reward: 44.958, mean reward:  1.665 [-2.497, 32.398], mean action: 2.370 [0.000, 15.000],  loss: 0.015525, mae: 0.262261, mean_q: 0.382323, mean_eps: 0.000000
 11786/30000: episode: 315, duration: 0.392s, episode steps:  21, steps per second:  54, episode reward: 42.000, mean reward:  2.000 [-2.894, 32.890], mean action: 4.381 [0.000, 17.000],  loss: 0.012275, mae: 0.244690, mean_q: 0.379544, mean_eps: 0.000000
 11807/30000: episode: 316, duration: 0.302s, episode steps:  21, steps per second:  70, episode reward: 41.634, mean reward:  1.983 [-3.000, 31.870], mean action: 1.619 [0.000, 12.000],  loss: 0.016166, mae: 0.272152, mean_q: 0.321100, mean_eps: 0.000000
 11826/30000: episode: 317, duration: 0.729s, episode steps:  19, steps per second:  26, episode reward: 38.806, mean reward:  2.042 [-3.000, 32.593], mean action: 2.895 [0.000, 16.000],  loss: 0.020503, mae: 0.289073, mean_q: 0.394466, mean_eps: 0.000000
 11868/30000: episode: 318, duration: 1.181s, episode steps:  42, steps per second:  36, episode reward: 41.042, mean reward:  0.977 [-2.712, 32.450], mean action: 2.095 [0.000, 16.000],  loss: 0.017051, mae: 0.269482, mean_q: 0.434539, mean_eps: 0.000000
 11883/30000: episode: 319, duration: 0.252s, episode steps:  15, steps per second:  60, episode reward: 41.707, mean reward:  2.780 [-2.129, 32.280], mean action: 1.200 [0.000, 3.000],  loss: 0.019758, mae: 0.293167, mean_q: 0.363752, mean_eps: 0.000000
 11911/30000: episode: 320, duration: 0.734s, episode steps:  28, steps per second:  38, episode reward: 44.361, mean reward:  1.584 [-2.382, 32.412], mean action: 1.286 [0.000, 12.000],  loss: 0.013243, mae: 0.256545, mean_q: 0.378313, mean_eps: 0.000000
 11933/30000: episode: 321, duration: 0.402s, episode steps:  22, steps per second:  55, episode reward: 42.000, mean reward:  1.909 [-2.871, 32.480], mean action: 1.364 [0.000, 12.000],  loss: 0.014604, mae: 0.270659, mean_q: 0.411350, mean_eps: 0.000000
 11964/30000: episode: 322, duration: 0.632s, episode steps:  31, steps per second:  49, episode reward: 41.356, mean reward:  1.334 [-2.728, 31.843], mean action: 3.129 [0.000, 12.000],  loss: 0.017663, mae: 0.283277, mean_q: 0.410952, mean_eps: 0.000000
 12000/30000: episode: 323, duration: 0.405s, episode steps:  36, steps per second:  89, episode reward: 41.004, mean reward:  1.139 [-2.083, 32.230], mean action: 1.389 [0.000, 8.000],  loss: 0.015748, mae: 0.285499, mean_q: 0.353346, mean_eps: 0.000000
 12041/30000: episode: 324, duration: 0.838s, episode steps:  41, steps per second:  49, episode reward: 38.641, mean reward:  0.942 [-3.000, 32.190], mean action: 4.146 [0.000, 16.000],  loss: 0.015349, mae: 0.271076, mean_q: 0.367904, mean_eps: 0.000000
 12061/30000: episode: 325, duration: 0.367s, episode steps:  20, steps per second:  54, episode reward: 41.806, mean reward:  2.090 [-2.550, 32.013], mean action: 1.950 [0.000, 6.000],  loss: 0.014603, mae: 0.264975, mean_q: 0.374765, mean_eps: 0.000000
 12087/30000: episode: 326, duration: 0.377s, episode steps:  26, steps per second:  69, episode reward: -32.270, mean reward: -1.241 [-32.758,  2.500], mean action: 3.654 [0.000, 16.000],  loss: 0.017486, mae: 0.281354, mean_q: 0.348379, mean_eps: 0.000000
 12122/30000: episode: 327, duration: 0.382s, episode steps:  35, steps per second:  92, episode reward: 37.971, mean reward:  1.085 [-2.938, 32.424], mean action: 4.629 [0.000, 21.000],  loss: 0.015532, mae: 0.272816, mean_q: 0.303269, mean_eps: 0.000000
 12161/30000: episode: 328, duration: 0.501s, episode steps:  39, steps per second:  78, episode reward: 32.357, mean reward:  0.830 [-2.822, 32.590], mean action: 7.513 [0.000, 17.000],  loss: 0.016764, mae: 0.274916, mean_q: 0.369553, mean_eps: 0.000000
 12181/30000: episode: 329, duration: 0.227s, episode steps:  20, steps per second:  88, episode reward: 44.490, mean reward:  2.224 [-2.188, 32.150], mean action: 1.100 [0.000, 12.000],  loss: 0.014641, mae: 0.261505, mean_q: 0.379290, mean_eps: 0.000000
 12207/30000: episode: 330, duration: 0.270s, episode steps:  26, steps per second:  96, episode reward: 38.672, mean reward:  1.487 [-3.000, 32.250], mean action: 1.423 [0.000, 12.000],  loss: 0.017536, mae: 0.273618, mean_q: 0.380554, mean_eps: 0.000000
 12263/30000: episode: 331, duration: 0.600s, episode steps:  56, steps per second:  93, episode reward: 38.778, mean reward:  0.692 [-2.417, 32.140], mean action: 3.875 [0.000, 21.000],  loss: 0.014891, mae: 0.255256, mean_q: 0.370993, mean_eps: 0.000000
 12303/30000: episode: 332, duration: 0.766s, episode steps:  40, steps per second:  52, episode reward: 42.000, mean reward:  1.050 [-2.878, 32.460], mean action: 2.450 [0.000, 16.000],  loss: 0.015755, mae: 0.259245, mean_q: 0.348980, mean_eps: 0.000000
 12346/30000: episode: 333, duration: 0.586s, episode steps:  43, steps per second:  73, episode reward: 37.707, mean reward:  0.877 [-2.378, 32.250], mean action: 3.209 [0.000, 16.000],  loss: 0.013796, mae: 0.253270, mean_q: 0.349691, mean_eps: 0.000000
 12376/30000: episode: 334, duration: 0.550s, episode steps:  30, steps per second:  55, episode reward: 35.044, mean reward:  1.168 [-3.000, 31.702], mean action: 3.967 [0.000, 18.000],  loss: 0.018002, mae: 0.275973, mean_q: 0.388734, mean_eps: 0.000000
