params 0
{'model_type': 'dqn_agent', 'l1_out': 128, 'l2_out': 64, 'gamma': 0.5, 'target_model_update': 1, 'delta_clip': 0.01, 'nb_steps_warmup': 1000, 'enable_dueling_dqn__': False, 'enable_double_dqn__': True, 'dueling_type__': 'avg'}
trial 0
Training for 10000 steps ...
   34/10000: episode: 1, duration: 1.277s, episode steps:  34, steps per second:  27, episode reward: -39.000, mean reward: -1.147 [-32.079,  3.000], mean action: 14.941 [7.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 3677/10000: episode: 109, duration: 0.318s, episode steps:  28, steps per second:  88, episode reward: -38.620, mean reward: -1.379 [-31.634,  2.308], mean action: 12.000 [1.000, 17.000],  loss: 0.014085, mae: 0.561429, mean_q: 0.089779, mean_eps: 0.000000
 3695/10000: episode: 110, duration: 0.215s, episode steps:  18, steps per second:  84, episode reward: 40.311, mean reward:  2.239 [-3.000, 32.904], mean action: 8.556 [1.000, 16.000],  loss: 0.016297, mae: 0.562421, mean_q: 0.092020, mean_eps: 0.000000
 3721/10000: episode: 111, duration: 0.290s, episode steps:  26, steps per second:  90, episode reward: -35.720, mean reward: -1.374 [-31.793,  2.903], mean action: 12.115 [1.000, 16.000],  loss: 0.015745, mae: 0.601663, mean_q: 0.021371, mean_eps: 0.000000
 3747/10000: episode: 112, duration: 0.317s, episode steps:  26, steps per second:  82, episode reward: -38.220, mean reward: -1.470 [-32.110,  3.061], mean action: 12.769 [1.000, 18.000],  loss: 0.018960, mae: 0.641016, mean_q: -0.021859, mean_eps: 0.000000
 3771/10000: episode: 113, duration: 0.284s, episode steps:  24, steps per second:  84, episode reward: -35.760, mean reward: -1.490 [-31.853,  2.483], mean action: 10.042 [1.000, 18.000],  loss: 0.016120, mae: 0.596185, mean_q: 0.037149, mean_eps: 0.000000
 3801/10000: episode: 114, duration: 0.459s, episode steps:  30, steps per second:  65, episode reward: -32.660, mean reward: -1.089 [-32.046,  2.902], mean action: 8.733 [1.000, 15.000],  loss: 0.012803, mae: 0.632402, mean_q: -0.038700, mean_eps: 0.000000
 3830/10000: episode: 115, duration: 0.339s, episode steps:  29, steps per second:  85, episode reward: -41.470, mean reward: -1.430 [-32.199,  2.223], mean action: 10.345 [1.000, 18.000],  loss: 0.014315, mae: 0.565114, mean_q: 0.030406, mean_eps: 0.000000
 3870/10000: episode: 116, duration: 0.406s, episode steps:  40, steps per second:  98, episode reward: -38.530, mean reward: -0.963 [-31.634,  2.560], mean action: 7.600 [1.000, 21.000],  loss: 0.015832, mae: 0.616597, mean_q: -0.005174, mean_eps: 0.000000
 3901/10000: episode: 117, duration: 0.411s, episode steps:  31, steps per second:  75, episode reward: 38.066, mean reward:  1.228 [-2.166, 31.963], mean action: 5.645 [1.000, 16.000],  loss: 0.015850, mae: 0.649162, mean_q: -0.033632, mean_eps: 0.000000
 3926/10000: episode: 118, duration: 0.285s, episode steps:  25, steps per second:  88, episode reward: -39.000, mean reward: -1.560 [-32.449,  2.810], mean action: 10.280 [1.000, 18.000],  loss: 0.012545, mae: 0.539476, mean_q: 0.057237, mean_eps: 0.000000
 3948/10000: episode: 119, duration: 0.317s, episode steps:  22, steps per second:  69, episode reward: 30.000, mean reward:  1.364 [-3.000, 30.216], mean action: 12.500 [7.000, 20.000],  loss: 0.019082, mae: 0.608392, mean_q: 0.001698, mean_eps: 0.000000
 3960/10000: episode: 120, duration: 0.214s, episode steps:  12, steps per second:  56, episode reward: 43.808, mean reward:  3.651 [-2.648, 32.203], mean action: 6.167 [1.000, 16.000],  loss: 0.012422, mae: 0.630061, mean_q: -0.048568, mean_eps: 0.000000
 3985/10000: episode: 121, duration: 0.264s, episode steps:  25, steps per second:  95, episode reward: -32.380, mean reward: -1.295 [-32.377,  2.531], mean action: 9.720 [1.000, 16.000],  loss: 0.017009, mae: 0.575244, mean_q: 0.074154, mean_eps: 0.000000
 4014/10000: episode: 122, duration: 0.332s, episode steps:  29, steps per second:  87, episode reward: 34.902, mean reward:  1.204 [-2.883, 32.680], mean action: 8.379 [1.000, 16.000],  loss: 0.016768, mae: 0.602305, mean_q: 0.033676, mean_eps: 0.000000
 4036/10000: episode: 123, duration: 0.227s, episode steps:  22, steps per second:  97, episode reward: -44.600, mean reward: -2.027 [-32.135,  1.923], mean action: 10.864 [1.000, 18.000],  loss: 0.016067, mae: 0.591870, mean_q: 0.027315, mean_eps: 0.000000
 4064/10000: episode: 124, duration: 0.316s, episode steps:  28, steps per second:  89, episode reward: -38.920, mean reward: -1.390 [-32.243,  2.030], mean action: 9.714 [1.000, 20.000],  loss: 0.014135, mae: 0.592791, mean_q: -0.007295, mean_eps: 0.000000
 4108/10000: episode: 125, duration: 0.462s, episode steps:  44, steps per second:  95, episode reward: -35.230, mean reward: -0.801 [-32.154,  2.210], mean action: 11.795 [1.000, 20.000],  loss: 0.016017, mae: 0.598982, mean_q: 0.023224, mean_eps: 0.000000
 4172/10000: episode: 126, duration: 0.636s, episode steps:  64, steps per second: 101, episode reward: 35.363, mean reward:  0.553 [-3.000, 31.941], mean action: 6.141 [1.000, 17.000],  loss: 0.016210, mae: 0.596555, mean_q: 0.034138, mean_eps: 0.000000
 4200/10000: episode: 127, duration: 0.564s, episode steps:  28, steps per second:  50, episode reward: -42.000, mean reward: -1.500 [-32.909,  1.939], mean action: 12.929 [1.000, 21.000],  loss: 0.016020, mae: 0.564506, mean_q: 0.055350, mean_eps: 0.000000
 4245/10000: episode: 128, duration: 0.488s, episode steps:  45, steps per second:  92, episode reward: 38.207, mean reward:  0.849 [-3.000, 31.988], mean action: 5.400 [1.000, 16.000],  loss: 0.018197, mae: 0.605789, mean_q: 0.029782, mean_eps: 0.000000
 4293/10000: episode: 129, duration: 0.519s, episode steps:  48, steps per second:  93, episode reward: -32.140, mean reward: -0.670 [-32.205,  3.000], mean action: 7.917 [1.000, 18.000],  loss: 0.016484, mae: 0.593076, mean_q: 0.029057, mean_eps: 0.000000
 4326/10000: episode: 130, duration: 0.380s, episode steps:  33, steps per second:  87, episode reward: -32.590, mean reward: -0.988 [-31.985,  2.715], mean action: 8.424 [1.000, 20.000],  loss: 0.018018, mae: 0.591310, mean_q: 0.053853, mean_eps: 0.000000
 4344/10000: episode: 131, duration: 0.199s, episode steps:  18, steps per second:  91, episode reward: -44.500, mean reward: -2.472 [-32.189,  2.110], mean action: 13.722 [1.000, 21.000],  loss: 0.018885, mae: 0.588618, mean_q: 0.058881, mean_eps: 0.000000
 4372/10000: episode: 132, duration: 0.337s, episode steps:  28, steps per second:  83, episode reward: -41.360, mean reward: -1.477 [-31.463,  2.150], mean action: 11.000 [1.000, 20.000],  loss: 0.015192, mae: 0.580494, mean_q: 0.053135, mean_eps: 0.000000
 4403/10000: episode: 133, duration: 0.375s, episode steps:  31, steps per second:  83, episode reward: 34.342, mean reward:  1.108 [-2.294, 32.576], mean action: 10.935 [1.000, 20.000],  loss: 0.016185, mae: 0.618525, mean_q: 0.036406, mean_eps: 0.000000
 4429/10000: episode: 134, duration: 0.316s, episode steps:  26, steps per second:  82, episode reward: 37.794, mean reward:  1.454 [-2.516, 33.000], mean action: 5.885 [1.000, 16.000],  loss: 0.018368, mae: 0.643116, mean_q: 0.031367, mean_eps: 0.000000
 4451/10000: episode: 135, duration: 0.257s, episode steps:  22, steps per second:  85, episode reward: 41.793, mean reward:  1.900 [-2.303, 31.913], mean action: 1.000 [1.000, 1.000],  loss: 0.022525, mae: 0.677572, mean_q: 0.017759, mean_eps: 0.000000
 4486/10000: episode: 136, duration: 0.372s, episode steps:  35, steps per second:  94, episode reward: 32.941, mean reward:  0.941 [-3.000, 32.250], mean action: 6.914 [1.000, 20.000],  loss: 0.013727, mae: 0.595641, mean_q: 0.038347, mean_eps: 0.000000
 4514/10000: episode: 137, duration: 0.289s, episode steps:  28, steps per second:  97, episode reward: -32.800, mean reward: -1.171 [-31.929,  2.711], mean action: 10.571 [1.000, 20.000],  loss: 0.019660, mae: 0.579145, mean_q: 0.084754, mean_eps: 0.000000
 4538/10000: episode: 138, duration: 0.266s, episode steps:  24, steps per second:  90, episode reward: -33.000, mean reward: -1.375 [-32.089,  2.736], mean action: 11.625 [1.000, 17.000],  loss: 0.016651, mae: 0.573179, mean_q: 0.138706, mean_eps: 0.000000
 4558/10000: episode: 139, duration: 0.214s, episode steps:  20, steps per second:  93, episode reward: -38.410, mean reward: -1.920 [-32.302,  3.000], mean action: 10.000 [1.000, 20.000],  loss: 0.016883, mae: 0.608530, mean_q: 0.114799, mean_eps: 0.000000
 4597/10000: episode: 140, duration: 0.435s, episode steps:  39, steps per second:  90, episode reward: -41.270, mean reward: -1.058 [-32.152,  2.201], mean action: 7.974 [1.000, 18.000],  loss: 0.018535, mae: 0.603296, mean_q: 0.095444, mean_eps: 0.000000
 4630/10000: episode: 141, duration: 0.371s, episode steps:  33, steps per second:  89, episode reward: 32.562, mean reward:  0.987 [-2.835, 32.020], mean action: 10.788 [1.000, 16.000],  loss: 0.015761, mae: 0.582865, mean_q: 0.063270, mean_eps: 0.000000
 4670/10000: episode: 142, duration: 0.419s, episode steps:  40, steps per second:  96, episode reward: -41.700, mean reward: -1.042 [-32.126,  2.021], mean action: 13.450 [1.000, 21.000],  loss: 0.017161, mae: 0.587392, mean_q: 0.061585, mean_eps: 0.000000
 4702/10000: episode: 143, duration: 0.336s, episode steps:  32, steps per second:  95, episode reward: -35.590, mean reward: -1.112 [-32.617,  2.452], mean action: 11.250 [1.000, 17.000],  loss: 0.016914, mae: 0.580751, mean_q: 0.082866, mean_eps: 0.000000
 4730/10000: episode: 144, duration: 0.317s, episode steps:  28, steps per second:  88, episode reward: 34.610, mean reward:  1.236 [-2.964, 33.000], mean action: 12.321 [1.000, 20.000],  loss: 0.017780, mae: 0.624056, mean_q: 0.032881, mean_eps: 0.000000
 4753/10000: episode: 145, duration: 0.259s, episode steps:  23, steps per second:  89, episode reward: 38.763, mean reward:  1.685 [-3.000, 32.766], mean action: 6.304 [1.000, 20.000],  loss: 0.016405, mae: 0.615080, mean_q: 0.017470, mean_eps: 0.000000
 4775/10000: episode: 146, duration: 0.263s, episode steps:  22, steps per second:  84, episode reward: 37.054, mean reward:  1.684 [-3.000, 32.083], mean action: 6.909 [1.000, 15.000],  loss: 0.016203, mae: 0.641381, mean_q: -0.009902, mean_eps: 0.000000
 4811/10000: episode: 147, duration: 0.466s, episode steps:  36, steps per second:  77, episode reward: -35.620, mean reward: -0.989 [-31.708,  2.451], mean action: 12.694 [1.000, 17.000],  loss: 0.016030, mae: 0.614351, mean_q: 0.022487, mean_eps: 0.000000
 4871/10000: episode: 148, duration: 0.649s, episode steps:  60, steps per second:  92, episode reward: 32.898, mean reward:  0.548 [-2.378, 32.038], mean action: 8.850 [1.000, 16.000],  loss: 0.016630, mae: 0.575414, mean_q: 0.090395, mean_eps: 0.000000
 4891/10000: episode: 149, duration: 0.206s, episode steps:  20, steps per second:  97, episode reward: -44.820, mean reward: -2.241 [-32.451,  1.631], mean action: 10.100 [1.000, 18.000],  loss: 0.016037, mae: 0.592867, mean_q: 0.044147, mean_eps: 0.000000
 4921/10000: episode: 150, duration: 0.333s, episode steps:  30, steps per second:  90, episode reward: 32.349, mean reward:  1.078 [-3.000, 32.380], mean action: 9.933 [1.000, 21.000],  loss: 0.020647, mae: 0.614837, mean_q: 0.040870, mean_eps: 0.000000
 4947/10000: episode: 151, duration: 0.288s, episode steps:  26, steps per second:  90, episode reward: -35.540, mean reward: -1.367 [-32.120,  2.420], mean action: 13.231 [1.000, 18.000],  loss: 0.015447, mae: 0.553071, mean_q: 0.084489, mean_eps: 0.000000
 4979/10000: episode: 152, duration: 0.329s, episode steps:  32, steps per second:  97, episode reward: 32.826, mean reward:  1.026 [-2.304, 32.490], mean action: 5.812 [1.000, 16.000],  loss: 0.015105, mae: 0.584556, mean_q: 0.067000, mean_eps: 0.000000
 5008/10000: episode: 153, duration: 0.322s, episode steps:  29, steps per second:  90, episode reward: 35.746, mean reward:  1.233 [-2.327, 32.060], mean action: 6.138 [1.000, 16.000],  loss: 0.016134, mae: 0.584090, mean_q: 0.071918, mean_eps: 0.000000
 5038/10000: episode: 154, duration: 0.331s, episode steps:  30, steps per second:  91, episode reward: -32.070, mean reward: -1.069 [-32.061,  3.000], mean action: 9.600 [1.000, 16.000],  loss: 0.017217, mae: 0.575672, mean_q: 0.089271, mean_eps: 0.000000
 5059/10000: episode: 155, duration: 0.217s, episode steps:  21, steps per second:  97, episode reward: -38.390, mean reward: -1.828 [-33.000,  3.000], mean action: 7.286 [1.000, 16.000],  loss: 0.013070, mae: 0.530836, mean_q: 0.097310, mean_eps: 0.000000
 5081/10000: episode: 156, duration: 0.229s, episode steps:  22, steps per second:  96, episode reward: -35.190, mean reward: -1.600 [-32.279,  2.390], mean action: 6.727 [1.000, 16.000],  loss: 0.015002, mae: 0.515433, mean_q: 0.124204, mean_eps: 0.000000
 5148/10000: episode: 157, duration: 0.698s, episode steps:  67, steps per second:  96, episode reward: 40.894, mean reward:  0.610 [-2.298, 32.530], mean action: 2.985 [1.000, 12.000],  loss: 0.014329, mae: 0.611397, mean_q: 0.012734, mean_eps: 0.000000
 5185/10000: episode: 158, duration: 0.410s, episode steps:  37, steps per second:  90, episode reward: 32.626, mean reward:  0.882 [-2.446, 32.510], mean action: 12.622 [1.000, 17.000],  loss: 0.015698, mae: 0.587711, mean_q: 0.061845, mean_eps: 0.000000
 5234/10000: episode: 159, duration: 0.884s, episode steps:  49, steps per second:  55, episode reward: 32.908, mean reward:  0.672 [-2.459, 32.190], mean action: 9.184 [1.000, 15.000],  loss: 0.015620, mae: 0.618184, mean_q: 0.020722, mean_eps: 0.000000
 5272/10000: episode: 160, duration: 0.502s, episode steps:  38, steps per second:  76, episode reward: 35.546, mean reward:  0.935 [-2.913, 32.070], mean action: 9.421 [1.000, 16.000],  loss: 0.018528, mae: 0.610683, mean_q: 0.070446, mean_eps: 0.000000
 5326/10000: episode: 161, duration: 0.687s, episode steps:  54, steps per second:  79, episode reward: -32.170, mean reward: -0.596 [-31.968,  3.000], mean action: 11.407 [1.000, 17.000],  loss: 0.017128, mae: 0.607779, mean_q: 0.061223, mean_eps: 0.000000
 5355/10000: episode: 162, duration: 0.302s, episode steps:  29, steps per second:  96, episode reward: -39.000, mean reward: -1.345 [-32.174,  3.051], mean action: 10.931 [1.000, 17.000],  loss: 0.017276, mae: 0.577328, mean_q: 0.100235, mean_eps: 0.000000
 5376/10000: episode: 163, duration: 0.247s, episode steps:  21, steps per second:  85, episode reward: 41.078, mean reward:  1.956 [-2.430, 32.040], mean action: 3.048 [1.000, 17.000],  loss: 0.013741, mae: 0.588427, mean_q: 0.079407, mean_eps: 0.000000
 5403/10000: episode: 164, duration: 0.280s, episode steps:  27, steps per second:  96, episode reward: -33.000, mean reward: -1.222 [-32.204,  2.295], mean action: 6.889 [1.000, 15.000],  loss: 0.019088, mae: 0.580316, mean_q: 0.105284, mean_eps: 0.000000
 5428/10000: episode: 165, duration: 0.289s, episode steps:  25, steps per second:  86, episode reward: -36.000, mean reward: -1.440 [-32.185,  2.920], mean action: 7.280 [1.000, 17.000],  loss: 0.016532, mae: 0.530060, mean_q: 0.146088, mean_eps: 0.000000
 5484/10000: episode: 166, duration: 0.566s, episode steps:  56, steps per second:  99, episode reward: -35.760, mean reward: -0.639 [-32.260,  2.900], mean action: 12.304 [1.000, 15.000],  loss: 0.016755, mae: 0.598707, mean_q: 0.042953, mean_eps: 0.000000
 5516/10000: episode: 167, duration: 0.358s, episode steps:  32, steps per second:  89, episode reward: -34.610, mean reward: -1.082 [-32.168,  2.830], mean action: 9.875 [1.000, 17.000],  loss: 0.016974, mae: 0.571714, mean_q: 0.117105, mean_eps: 0.000000
 5547/10000: episode: 168, duration: 0.331s, episode steps:  31, steps per second:  94, episode reward: -33.000, mean reward: -1.065 [-32.322,  3.000], mean action: 10.871 [1.000, 18.000],  loss: 0.017129, mae: 0.598602, mean_q: 0.086654, mean_eps: 0.000000
 5573/10000: episode: 169, duration: 0.301s, episode steps:  26, steps per second:  86, episode reward: -35.580, mean reward: -1.368 [-31.750,  3.000], mean action: 9.538 [1.000, 16.000],  loss: 0.015283, mae: 0.588220, mean_q: 0.059517, mean_eps: 0.000000
 5599/10000: episode: 170, duration: 0.296s, episode steps:  26, steps per second:  88, episode reward: -39.000, mean reward: -1.500 [-32.890,  2.390], mean action: 12.731 [1.000, 18.000],  loss: 0.015015, mae: 0.624342, mean_q: 0.006061, mean_eps: 0.000000
 5631/10000: episode: 171, duration: 0.383s, episode steps:  32, steps per second:  84, episode reward: 32.171, mean reward:  1.005 [-2.615, 32.812], mean action: 11.219 [1.000, 15.000],  loss: 0.015642, mae: 0.616996, mean_q: 0.045775, mean_eps: 0.000000
 5669/10000: episode: 172, duration: 0.403s, episode steps:  38, steps per second:  94, episode reward: -41.530, mean reward: -1.093 [-32.520,  2.240], mean action: 11.737 [1.000, 16.000],  loss: 0.018086, mae: 0.601750, mean_q: 0.109422, mean_eps: 0.000000
 5703/10000: episode: 173, duration: 0.440s, episode steps:  34, steps per second:  77, episode reward: 34.896, mean reward:  1.026 [-2.466, 30.380], mean action: 4.588 [1.000, 15.000],  loss: 0.018235, mae: 0.622656, mean_q: 0.051597, mean_eps: 0.000000
 5737/10000: episode: 174, duration: 0.379s, episode steps:  34, steps per second:  90, episode reward: -32.680, mean reward: -0.961 [-32.375,  2.700], mean action: 7.882 [1.000, 20.000],  loss: 0.016788, mae: 0.571375, mean_q: 0.118810, mean_eps: 0.000000
 5770/10000: episode: 175, duration: 0.346s, episode steps:  33, steps per second:  95, episode reward: -32.680, mean reward: -0.990 [-32.236,  3.000], mean action: 7.273 [1.000, 20.000],  loss: 0.016058, mae: 0.584432, mean_q: 0.087459, mean_eps: 0.000000
 5805/10000: episode: 176, duration: 0.372s, episode steps:  35, steps per second:  94, episode reward: -32.900, mean reward: -0.940 [-32.695,  3.000], mean action: 7.829 [1.000, 20.000],  loss: 0.015935, mae: 0.594519, mean_q: 0.065579, mean_eps: 0.000000
 5844/10000: episode: 177, duration: 0.416s, episode steps:  39, steps per second:  94, episode reward: -36.000, mean reward: -0.923 [-32.004,  2.774], mean action: 13.385 [1.000, 21.000],  loss: 0.016925, mae: 0.590816, mean_q: 0.081680, mean_eps: 0.000000
 5863/10000: episode: 178, duration: 0.211s, episode steps:  19, steps per second:  90, episode reward: -41.300, mean reward: -2.174 [-32.171,  2.410], mean action: 8.000 [1.000, 16.000],  loss: 0.020552, mae: 0.617870, mean_q: 0.053680, mean_eps: 0.000000
 5890/10000: episode: 179, duration: 0.308s, episode steps:  27, steps per second:  88, episode reward: 34.816, mean reward:  1.289 [-3.000, 32.780], mean action: 7.333 [1.000, 15.000],  loss: 0.017011, mae: 0.547223, mean_q: 0.149414, mean_eps: 0.000000
 5923/10000: episode: 180, duration: 0.363s, episode steps:  33, steps per second:  91, episode reward: -41.430, mean reward: -1.255 [-31.609,  2.140], mean action: 13.394 [1.000, 16.000],  loss: 0.019875, mae: 0.611562, mean_q: 0.071548, mean_eps: 0.000000
 5984/10000: episode: 181, duration: 0.648s, episode steps:  61, steps per second:  94, episode reward: 32.025, mean reward:  0.525 [-2.406, 32.513], mean action: 7.230 [1.000, 15.000],  loss: 0.018649, mae: 0.608422, mean_q: 0.073245, mean_eps: 0.000000
 6016/10000: episode: 182, duration: 0.326s, episode steps:  32, steps per second:  98, episode reward: -36.000, mean reward: -1.125 [-32.415,  2.510], mean action: 7.781 [1.000, 18.000],  loss: 0.016718, mae: 0.611669, mean_q: 0.049127, mean_eps: 0.000000
 6039/10000: episode: 183, duration: 0.248s, episode steps:  23, steps per second:  93, episode reward: 36.000, mean reward:  1.565 [-3.000, 32.430], mean action: 6.609 [1.000, 16.000],  loss: 0.017038, mae: 0.651883, mean_q: 0.040987, mean_eps: 0.000000
 6080/10000: episode: 184, duration: 0.464s, episode steps:  41, steps per second:  88, episode reward: -35.760, mean reward: -0.872 [-31.886,  2.220], mean action: 8.293 [1.000, 17.000],  loss: 0.015667, mae: 0.564100, mean_q: 0.102198, mean_eps: 0.000000
 6132/10000: episode: 185, duration: 0.619s, episode steps:  52, steps per second:  84, episode reward: -38.530, mean reward: -0.741 [-32.089,  2.590], mean action: 5.288 [1.000, 18.000],  loss: 0.018678, mae: 0.600843, mean_q: 0.083686, mean_eps: 0.000000
 6167/10000: episode: 186, duration: 0.375s, episode steps:  35, steps per second:  93, episode reward: -35.290, mean reward: -1.008 [-32.410,  2.690], mean action: 6.543 [1.000, 18.000],  loss: 0.014906, mae: 0.583239, mean_q: 0.077459, mean_eps: 0.000000
 6189/10000: episode: 187, duration: 0.251s, episode steps:  22, steps per second:  88, episode reward: 43.552, mean reward:  1.980 [-2.134, 32.053], mean action: 4.318 [1.000, 15.000],  loss: 0.015717, mae: 0.597597, mean_q: 0.086575, mean_eps: 0.000000
 6221/10000: episode: 188, duration: 0.365s, episode steps:  32, steps per second:  88, episode reward: -35.130, mean reward: -1.098 [-32.010,  2.745], mean action: 12.188 [1.000, 21.000],  loss: 0.015951, mae: 0.593646, mean_q: 0.069263, mean_eps: 0.000000
 6268/10000: episode: 189, duration: 0.525s, episode steps:  47, steps per second:  90, episode reward: -35.830, mean reward: -0.762 [-32.089,  2.270], mean action: 4.255 [1.000, 16.000],  loss: 0.018038, mae: 0.642407, mean_q: 0.019293, mean_eps: 0.000000
 6308/10000: episode: 190, duration: 0.430s, episode steps:  40, steps per second:  93, episode reward: -39.000, mean reward: -0.975 [-32.694,  3.000], mean action: 13.000 [1.000, 20.000],  loss: 0.015321, mae: 0.586381, mean_q: 0.088585, mean_eps: 0.000000
 6342/10000: episode: 191, duration: 0.383s, episode steps:  34, steps per second:  89, episode reward: 43.689, mean reward:  1.285 [-2.082, 32.350], mean action: 3.882 [1.000, 18.000],  loss: 0.017076, mae: 0.615227, mean_q: 0.040614, mean_eps: 0.000000
 6379/10000: episode: 192, duration: 0.381s, episode steps:  37, steps per second:  97, episode reward: -33.000, mean reward: -0.892 [-32.354,  2.465], mean action: 6.865 [1.000, 15.000],  loss: 0.020100, mae: 0.653046, mean_q: -0.000573, mean_eps: 0.000000
 6408/10000: episode: 193, duration: 0.314s, episode steps:  29, steps per second:  92, episode reward: -41.940, mean reward: -1.446 [-32.296,  2.292], mean action: 12.586 [1.000, 20.000],  loss: 0.017732, mae: 0.635088, mean_q: 0.037682, mean_eps: 0.000000
 6443/10000: episode: 194, duration: 0.373s, episode steps:  35, steps per second:  94, episode reward: 32.665, mean reward:  0.933 [-2.886, 32.310], mean action: 5.600 [1.000, 17.000],  loss: 0.015418, mae: 0.584931, mean_q: 0.074647, mean_eps: 0.000000
 6475/10000: episode: 195, duration: 0.347s, episode steps:  32, steps per second:  92, episode reward: -36.000, mean reward: -1.125 [-32.111,  2.280], mean action: 9.438 [1.000, 17.000],  loss: 0.017595, mae: 0.624237, mean_q: 0.048377, mean_eps: 0.000000
 6503/10000: episode: 196, duration: 0.330s, episode steps:  28, steps per second:  85, episode reward: -38.350, mean reward: -1.370 [-32.167,  2.200], mean action: 8.929 [1.000, 16.000],  loss: 0.017503, mae: 0.604230, mean_q: 0.067958, mean_eps: 0.000000
 6551/10000: episode: 197, duration: 0.558s, episode steps:  48, steps per second:  86, episode reward: 32.212, mean reward:  0.671 [-3.000, 32.910], mean action: 10.354 [1.000, 17.000],  loss: 0.016204, mae: 0.557928, mean_q: 0.113101, mean_eps: 0.000000
 6586/10000: episode: 198, duration: 0.430s, episode steps:  35, steps per second:  81, episode reward: -44.110, mean reward: -1.260 [-32.183,  3.000], mean action: 8.314 [1.000, 15.000],  loss: 0.015736, mae: 0.616729, mean_q: 0.051053, mean_eps: 0.000000
 6621/10000: episode: 199, duration: 0.379s, episode steps:  35, steps per second:  92, episode reward: -35.320, mean reward: -1.009 [-31.742,  2.590], mean action: 9.714 [1.000, 18.000],  loss: 0.016646, mae: 0.548746, mean_q: 0.118303, mean_eps: 0.000000
 6646/10000: episode: 200, duration: 0.274s, episode steps:  25, steps per second:  91, episode reward: 33.000, mean reward:  1.320 [-3.000, 29.857], mean action: 9.360 [1.000, 17.000],  loss: 0.018129, mae: 0.629852, mean_q: 0.009787, mean_eps: 0.000000
 6693/10000: episode: 201, duration: 0.625s, episode steps:  47, steps per second:  75, episode reward: -35.210, mean reward: -0.749 [-31.877,  2.522], mean action: 10.277 [1.000, 21.000],  loss: 0.017205, mae: 0.588812, mean_q: 0.089437, mean_eps: 0.000000
 6753/10000: episode: 202, duration: 0.650s, episode steps:  60, steps per second:  92, episode reward: -39.000, mean reward: -0.650 [-32.102,  2.212], mean action: 8.917 [1.000, 17.000],  loss: 0.015831, mae: 0.588788, mean_q: 0.069316, mean_eps: 0.000000
 6787/10000: episode: 203, duration: 0.392s, episode steps:  34, steps per second:  87, episode reward: -33.000, mean reward: -0.971 [-32.311,  3.000], mean action: 11.294 [1.000, 18.000],  loss: 0.016416, mae: 0.609082, mean_q: 0.050336, mean_eps: 0.000000
 6813/10000: episode: 204, duration: 0.342s, episode steps:  26, steps per second:  76, episode reward: 40.564, mean reward:  1.560 [-2.187, 32.270], mean action: 7.038 [1.000, 15.000],  loss: 0.022212, mae: 0.634072, mean_q: 0.032411, mean_eps: 0.000000
 6847/10000: episode: 205, duration: 0.423s, episode steps:  34, steps per second:  80, episode reward: -35.170, mean reward: -1.034 [-32.289,  3.000], mean action: 9.941 [1.000, 21.000],  loss: 0.018175, mae: 0.603448, mean_q: 0.047730, mean_eps: 0.000000
 6874/10000: episode: 206, duration: 0.342s, episode steps:  27, steps per second:  79, episode reward: 38.252, mean reward:  1.417 [-3.000, 32.833], mean action: 3.815 [1.000, 16.000],  loss: 0.015432, mae: 0.606682, mean_q: 0.050391, mean_eps: 0.000000
 6913/10000: episode: 207, duration: 0.394s, episode steps:  39, steps per second:  99, episode reward: -38.310, mean reward: -0.982 [-32.181,  2.181], mean action: 8.333 [1.000, 17.000],  loss: 0.017245, mae: 0.663289, mean_q: 0.007777, mean_eps: 0.000000
 6942/10000: episode: 208, duration: 0.330s, episode steps:  29, steps per second:  88, episode reward: -32.650, mean reward: -1.126 [-31.902,  2.431], mean action: 11.483 [1.000, 15.000],  loss: 0.015238, mae: 0.594052, mean_q: 0.073485, mean_eps: 0.000000
 6990/10000: episode: 209, duration: 0.602s, episode steps:  48, steps per second:  80, episode reward: -32.610, mean reward: -0.679 [-31.979,  2.604], mean action: 7.125 [1.000, 20.000],  loss: 0.014200, mae: 0.573667, mean_q: 0.058791, mean_eps: 0.000000
 7025/10000: episode: 210, duration: 0.401s, episode steps:  35, steps per second:  87, episode reward: -32.280, mean reward: -0.922 [-31.443,  2.473], mean action: 8.143 [1.000, 18.000],  loss: 0.015502, mae: 0.580742, mean_q: 0.049248, mean_eps: 0.000000
 7053/10000: episode: 211, duration: 0.321s, episode steps:  28, steps per second:  87, episode reward: -41.090, mean reward: -1.468 [-32.145,  2.120], mean action: 8.571 [1.000, 18.000],  loss: 0.014968, mae: 0.591421, mean_q: 0.013826, mean_eps: 0.000000
 7105/10000: episode: 212, duration: 0.535s, episode steps:  52, steps per second:  97, episode reward: -35.330, mean reward: -0.679 [-31.524,  2.211], mean action: 7.827 [1.000, 18.000],  loss: 0.014717, mae: 0.599052, mean_q: 0.066016, mean_eps: 0.000000
 7142/10000: episode: 213, duration: 0.385s, episode steps:  37, steps per second:  96, episode reward: -35.050, mean reward: -0.947 [-31.400,  2.860], mean action: 12.541 [1.000, 17.000],  loss: 0.013157, mae: 0.522727, mean_q: 0.112412, mean_eps: 0.000000
